date,stock,timestamp,side,price,market_trade_size,market_level_size,our_order_before,simulated_fill,our_order_after,inventory_after,cash_after,scheduled_refill_time
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:07,BUY,14.4,6111,214988.0,10000.0,173,9827.0,173.0,-2491.2000000000003,2025-09-01 10:03:07
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:07,BUY,14.4,1079,208877.0,9827.0,5,9822.0,178.0,-2563.2000000000003,2025-09-01 10:03:07
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,23316,140856.0,9822.0,3859,5963.0,4037.0,-58132.799999999996,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,3461,140856.0,5963.0,85,5878.0,4122.0,-59356.799999999996,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,1500,140856.0,5878.0,15,5863.0,4137.0,-59572.799999999996,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,20000,140856.0,5863.0,2839,3024.0,6976.0,-100454.4,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,2769,140856.0,3024.0,54,2970.0,7030.0,-101232.0,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,2000,140856.0,2970.0,28,2942.0,7058.0,-101635.2,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,1000,140856.0,2942.0,7,2935.0,7065.0,-101736.0,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,4000,140856.0,2935.0,113,2822.0,7178.0,-103363.2,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,500,140856.0,2822.0,1,2821.0,7179.0,-103377.59999999999,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,500,140856.0,2821.0,1,2820.0,7180.0,-103391.99999999999,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:02:39,BUY,14.4,37950,140856.0,2820.0,2820,0.0,10000.0,-144000.0,2025-09-01 10:03:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:03:45,BUY,14.35,3968,162066.0,10000.0,97,9903.0,10097.0,-145391.95,2025-09-01 10:04:45
2025-09-01,EMAAR UH Equity,2025-09-01 10:04:28,SELL,14.4,1000,121689.0,10000.0,8,9992.0,10089.0,-145276.75,2025-09-01 10:05:28
2025-09-01,EMAAR UH Equity,2025-09-01 10:04:32,BUY,14.35,22000,211398.0,9903.0,2289,7614.0,12378.0,-178123.9,2025-09-01 10:05:32
2025-09-01,EMAAR UH Equity,2025-09-01 10:05:03,BUY,14.35,15000,189898.0,10000.0,1184,8816.0,13562.0,-195114.3,2025-09-01 10:06:03
2025-09-01,EMAAR UH Equity,2025-09-01 10:06:08,SELL,14.4,350,94512.0,10000.0,1,9999.0,13561.0,-195099.9,2025-09-01 10:07:08
2025-09-01,EMAAR UH Equity,2025-09-01 10:06:29,SELL,14.4,1297,94162.0,9999.0,17,9982.0,13544.0,-194855.1,2025-09-01 10:07:29
2025-09-01,EMAAR UH Equity,2025-09-01 10:06:30,SELL,14.4,1298,92865.0,9982.0,18,9964.0,13526.0,-194595.9,2025-09-01 10:07:30
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:31,SELL,14.4,44776,91918.0,10000.0,10000,0.0,3526.0,-50595.899999999994,2025-09-01 10:11:31
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:39,BUY,14.4,799,93480.0,10000.0,6,9994.0,3532.0,-50682.299999999996,2025-09-01 10:11:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:39,BUY,14.4,1134,92681.0,9994.0,13,9981.0,3545.0,-50869.49999999999,2025-09-01 10:11:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:39,BUY,14.4,6149,91547.0,9981.0,413,9568.0,3958.0,-56816.69999999999,2025-09-01 10:11:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:39,BUY,14.4,10429,91547.0,9568.0,1188,8380.0,5146.0,-73923.9,2025-09-01 10:11:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:39,BUY,14.4,10255,91547.0,8380.0,1148,7232.0,6294.0,-90455.09999999999,2025-09-01 10:11:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:39,BUY,14.4,11234,91547.0,7232.0,1378,5854.0,7672.0,-110298.29999999999,2025-09-01 10:11:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:46,BUY,14.4,927,17291.0,5854.0,49,5805.0,7721.0,-111003.9,2025-09-01 10:11:46
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:50,BUY,14.4,1411,6687.0,5805.0,297,5508.0,8018.0,-115280.7,2025-09-01 10:11:50
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:50,BUY,14.4,231,6687.0,5508.0,7,5501.0,8025.0,-115381.5,2025-09-01 10:11:50
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:52,BUY,14.4,716,3692.0,5501.0,138,5363.0,8163.0,-117368.7,2025-09-01 10:11:52
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:52,BUY,14.4,2000,3692.0,5363.0,1083,4280.0,9246.0,-132963.9,2025-09-01 10:11:52
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:52,BUY,14.4,976,3692.0,4280.0,258,4022.0,9504.0,-136679.1,2025-09-01 10:11:52
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:56,BUY,14.4,499,757.0,4022.0,328,3694.0,9832.0,-141402.30000000002,2025-09-01 10:11:56
2025-09-01,EMAAR UH Equity,2025-09-01 10:10:56,BUY,14.4,258,258.0,3694.0,258,3436.0,10090.0,-145117.50000000003,2025-09-01 10:11:56
2025-09-01,EMAAR UH Equity,2025-09-01 10:11:11,BUY,14.4,13814,21514.0,3436.0,3436,0.0,13526.0,-194595.90000000002,2025-09-01 10:12:11
2025-09-01,EMAAR UH Equity,2025-09-01 10:11:50,SELL,14.4,13467,13467.0,10000.0,10000,0.0,3526.0,-50595.90000000002,2025-09-01 10:12:50
2025-09-01,EMAAR UH Equity,2025-09-01 10:11:50,BUY,14.4,81613,89920.0,10000.0,10000,0.0,13526.0,-194595.90000000002,2025-09-01 10:12:50
2025-09-01,EMAAR UH Equity,2025-09-01 10:12:38,BUY,14.4,499,60120.0,10000.0,4,9996.0,13530.0,-194653.50000000003,2025-09-01 10:13:38
2025-09-01,EMAAR UH Equity,2025-09-01 10:12:38,BUY,14.4,708,60336.0,9996.0,8,9988.0,13538.0,-194768.70000000004,2025-09-01 10:13:38
2025-09-01,EMAAR UH Equity,2025-09-01 10:12:38,BUY,14.4,3713,59628.0,9988.0,231,9757.0,13769.0,-198095.10000000003,2025-09-01 10:13:38
2025-09-01,EMAAR UH Equity,2025-09-01 10:12:38,BUY,14.4,3387,59628.0,9757.0,192,9565.0,13961.0,-200859.90000000002,2025-09-01 10:13:38
2025-09-01,EMAAR UH Equity,2025-09-01 10:12:38,BUY,14.4,16693,59628.0,9565.0,4673,4892.0,18634.0,-268151.10000000003,2025-09-01 10:13:38
2025-09-01,EMAAR UH Equity,2025-09-01 10:13:10,BUY,14.4,20000,41153.0,10000.0,9719,281.0,28353.0,-408104.70000000007,2025-09-01 10:14:10
2025-09-01,EMAAR UH Equity,2025-09-01 10:13:10,BUY,14.4,10000,41153.0,281.0,281,0.0,28634.0,-412151.1000000001,2025-09-01 10:14:10
2025-09-01,EMAAR UH Equity,2025-09-01 10:13:10,SELL,14.45,3616,288363.0,10000.0,45,9955.0,28589.0,-411500.8500000001,2025-09-01 10:14:10
2025-09-01,EMAAR UH Equity,2025-09-01 10:15:03,SELL,14.4,15024,78847.0,10000.0,2862,7138.0,25727.0,-370288.0500000001,2025-09-01 10:16:03
2025-09-01,EMAAR UH Equity,2025-09-01 10:15:03,SELL,14.4,2643,63823.0,7138.0,109,7029.0,25618.0,-368718.4500000001,2025-09-01 10:16:03
2025-09-01,EMAAR UH Equity,2025-09-01 10:15:03,SELL,14.4,357,60980.0,7029.0,2,7027.0,25616.0,-368689.65000000014,2025-09-01 10:16:03
2025-09-01,EMAAR UH Equity,2025-09-01 10:15:04,SELL,14.4,297,60623.0,7027.0,1,7026.0,25615.0,-368675.2500000001,2025-09-01 10:16:04
2025-09-01,EMAAR UH Equity,2025-09-01 10:16:58,SELL,14.4,8571,61977.0,10000.0,1185,8815.0,24430.0,-351611.2500000001,2025-09-01 10:17:58
2025-09-01,EMAAR UH Equity,2025-09-01 10:16:58,SELL,14.4,31755,53406.0,8815.0,8815,0.0,15615.0,-224675.25000000012,2025-09-01 10:17:58
2025-09-01,EMAAR UH Equity,2025-09-01 10:17:25,BUY,14.4,4918,53023.0,10000.0,456,9544.0,16071.0,-231241.6500000001,2025-09-01 10:18:25
2025-09-01,EMAAR UH Equity,2025-09-01 10:18:11,BUY,14.4,499,48105.0,9544.0,5,9539.0,16076.0,-231313.6500000001,2025-09-01 10:19:11
2025-09-01,EMAAR UH Equity,2025-09-01 10:18:11,BUY,14.4,708,47606.0,9539.0,10,9529.0,16086.0,-231457.6500000001,2025-09-01 10:19:11
2025-09-01,EMAAR UH Equity,2025-09-01 10:18:11,BUY,14.4,23793,46898.0,9529.0,9529,0.0,25615.0,-368675.2500000001,2025-09-01 10:19:11
2025-09-01,EMAAR UH Equity,2025-09-01 10:19:39,SELL,14.45,19840,313049.0,10000.0,1257,8743.0,24358.0,-350511.6000000001,2025-09-01 10:20:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:19:39,SELL,14.45,25000,313049.0,8743.0,1996,6747.0,22362.0,-321669.4000000001,2025-09-01 10:20:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:19:39,SELL,14.45,708,313049.0,6747.0,1,6746.0,22361.0,-321654.95000000007,2025-09-01 10:20:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:19:39,SELL,14.45,18953,313049.0,6746.0,1147,5599.0,21214.0,-305080.80000000005,2025-09-01 10:20:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:19:41,BUY,14.4,2255,53255.0,10000.0,95,9905.0,21309.0,-306448.80000000005,2025-09-01 10:20:41
2025-09-01,EMAAR UH Equity,2025-09-01 10:19:41,BUY,14.4,1843,53255.0,9905.0,63,9842.0,21372.0,-307356.00000000006,2025-09-01 10:20:41
2025-09-01,EMAAR UH Equity,2025-09-01 10:19:42,BUY,14.4,5054,49157.0,9842.0,519,9323.0,21891.0,-314829.60000000003,2025-09-01 10:20:42
2025-09-01,EMAAR UH Equity,2025-09-01 10:19:50,BUY,14.4,44103,181079.0,9323.0,9323,0.0,31214.0,-449080.80000000005,2025-09-01 10:20:50
2025-09-01,EMAAR UH Equity,2025-09-01 10:20:51,BUY,14.4,368,25595.0,10000.0,5,9995.0,31219.0,-449152.80000000005,2025-09-01 10:21:51
2025-09-01,EMAAR UH Equity,2025-09-01 10:21:36,SELL,14.45,1500,276263.0,10000.0,8,9992.0,31211.0,-449037.20000000007,2025-09-01 10:22:36
2025-09-01,EMAAR UH Equity,2025-09-01 10:22:11,BUY,14.4,989,74773.0,10000.0,13,9987.0,31224.0,-449224.4000000001,2025-09-01 10:23:11
2025-09-01,EMAAR UH Equity,2025-09-01 10:23:01,BUY,14.4,5054,73784.0,9987.0,346,9641.0,31570.0,-454206.8000000001,2025-09-01 10:24:01
2025-09-01,EMAAR UH Equity,2025-09-01 10:23:46,BUY,14.4,611,69184.0,10000.0,5,9995.0,31575.0,-454278.8000000001,2025-09-01 10:24:46
2025-09-01,EMAAR UH Equity,2025-09-01 10:23:46,BUY,14.4,15000,69184.0,9995.0,3252,6743.0,34827.0,-501107.6000000001,2025-09-01 10:24:46
2025-09-01,EMAAR UH Equity,2025-09-01 10:23:46,BUY,14.4,2769,69184.0,6743.0,110,6633.0,34937.0,-502691.6000000001,2025-09-01 10:24:46
2025-09-01,EMAAR UH Equity,2025-09-01 10:23:46,BUY,14.4,350,69184.0,6633.0,1,6632.0,34938.0,-502706.0000000001,2025-09-01 10:24:46
2025-09-01,EMAAR UH Equity,2025-09-01 10:23:46,BUY,14.4,28571,69184.0,6632.0,6632,0.0,41570.0,-598206.8000000002,2025-09-01 10:24:46
2025-09-01,EMAAR UH Equity,2025-09-01 10:24:13,SELL,14.4,57143,159833.0,10000.0,10000,0.0,31570.0,-454206.80000000016,2025-09-01 10:25:13
2025-09-01,EMAAR UH Equity,2025-09-01 10:24:13,BUY,14.35,4199,337259.0,10000.0,52,9948.0,31622.0,-454953.0000000002,2025-09-01 10:25:13
2025-09-01,EMAAR UH Equity,2025-09-01 10:24:13,BUY,14.35,2000,337259.0,9948.0,11,9937.0,31633.0,-455110.85000000015,2025-09-01 10:25:13
2025-09-01,EMAAR UH Equity,2025-09-01 10:24:13,BUY,14.35,3611,330738.0,9937.0,39,9898.0,31672.0,-455670.5000000002,2025-09-01 10:25:13
2025-09-01,EMAAR UH Equity,2025-09-01 10:25:28,BUY,14.4,50000,99255.0,10000.0,10000,0.0,41672.0,-599670.5000000002,2025-09-01 10:26:28
2025-09-01,EMAAR UH Equity,2025-09-01 10:27:28,BUY,14.4,6000,99334.0,10000.0,362,9638.0,42034.0,-604883.3000000003,2025-09-01 10:28:28
2025-09-01,EMAAR UH Equity,2025-09-01 10:27:31,BUY,14.4,998,93334.0,9638.0,10,9628.0,42044.0,-605027.3000000003,2025-09-01 10:28:31
2025-09-01,EMAAR UH Equity,2025-09-01 10:27:31,BUY,14.4,1417,92336.0,9628.0,21,9607.0,42065.0,-605329.7000000003,2025-09-01 10:28:31
2025-09-01,EMAAR UH Equity,2025-09-01 10:27:31,BUY,14.4,9661,90919.0,9607.0,1026,8581.0,43091.0,-620104.1000000003,2025-09-01 10:28:31
2025-09-01,EMAAR UH Equity,2025-09-01 10:27:31,BUY,14.4,4000,90919.0,8581.0,175,8406.0,43266.0,-622624.1000000003,2025-09-01 10:28:31
2025-09-01,EMAAR UH Equity,2025-09-01 10:27:31,BUY,14.4,5154,90919.0,8406.0,292,8114.0,43558.0,-626828.9000000004,2025-09-01 10:28:31
2025-09-01,EMAAR UH Equity,2025-09-01 10:27:31,BUY,14.4,28770,90919.0,8114.0,8114,0.0,51672.0,-743670.5000000003,2025-09-01 10:28:31
2025-09-01,EMAAR UH Equity,2025-09-01 10:28:48,SELL,14.4,10000,219485.0,10000.0,455,9545.0,51217.0,-737118.5000000003,2025-09-01 10:29:48
2025-09-01,EMAAR UH Equity,2025-09-01 10:28:50,SELL,14.4,1000,210425.0,9545.0,4,9541.0,51213.0,-737060.9000000004,2025-09-01 10:29:50
2025-09-01,EMAAR UH Equity,2025-09-01 10:29:39,BUY,14.35,5054,190944.0,10000.0,133,9867.0,51346.0,-738969.4500000004,2025-09-01 10:30:39
2025-09-01,EMAAR UH Equity,2025-09-01 10:32:25,SELL,14.4,800,281804.0,10000.0,2,9998.0,51344.0,-738940.6500000004,2025-09-01 10:33:25
2025-09-01,EMAAR UH Equity,2025-09-01 10:32:58,BUY,14.35,5054,216940.0,10000.0,117,9883.0,51461.0,-740619.6000000003,2025-09-01 10:33:58
2025-09-01,EMAAR UH Equity,2025-09-01 10:33:30,SELL,14.4,7000,275950.0,10000.0,177,9823.0,51284.0,-738070.8000000003,2025-09-01 10:34:30
2025-09-01,EMAAR UH Equity,2025-09-01 10:36:17,BUY,14.35,5054,212886.0,10000.0,119,9881.0,51403.0,-739778.4500000003,2025-09-01 10:37:17
2025-09-01,EMAAR UH Equity,2025-09-01 10:39:36,BUY,14.35,5054,222802.0,10000.0,114,9886.0,51517.0,-741414.3500000003,2025-09-01 10:40:36
2025-09-01,EMAAR UH Equity,2025-09-01 10:39:43,BUY,14.35,1651,217748.0,9886.0,12,9874.0,51529.0,-741586.5500000003,2025-09-01 10:40:43
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:24,BUY,14.35,998,216097.0,10000.0,4,9996.0,51533.0,-741643.9500000003,2025-09-01 10:42:24
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:24,BUY,14.35,1417,215099.0,9996.0,9,9987.0,51542.0,-741773.1000000003,2025-09-01 10:42:24
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:24,BUY,14.35,21612,213682.0,9987.0,2185,7802.0,53727.0,-773127.8500000003,2025-09-01 10:42:24
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:24,BUY,14.35,25000,213682.0,7802.0,2924,4878.0,56651.0,-815087.2500000003,2025-09-01 10:42:24
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:24,BUY,14.35,800,213682.0,4878.0,2,4876.0,56653.0,-815115.9500000003,2025-09-01 10:42:24
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:25,BUY,14.35,827,166097.0,4876.0,4,4872.0,56657.0,-815173.3500000003,2025-09-01 10:42:25
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:25,BUY,14.35,2000,166097.0,4872.0,24,4848.0,56681.0,-815517.7500000003,2025-09-01 10:42:25
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:25,BUY,14.35,3500,166097.0,4848.0,73,4775.0,56754.0,-816565.3000000004,2025-09-01 10:42:25
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:25,BUY,14.35,1342,166097.0,4775.0,10,4765.0,56764.0,-816708.8000000004,2025-09-01 10:42:25
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:26,BUY,14.35,998,158422.0,4765.0,6,4759.0,56770.0,-816794.9000000004,2025-09-01 10:42:26
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:26,BUY,14.35,500,158422.0,4759.0,1,4758.0,56771.0,-816809.2500000003,2025-09-01 10:42:26
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:26,BUY,14.35,1000,158422.0,4758.0,6,4752.0,56777.0,-816895.3500000003,2025-09-01 10:42:26
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:26,BUY,14.35,17295,158422.0,4752.0,1888,2864.0,58665.0,-843988.1500000004,2025-09-01 10:42:26
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:29,BUY,14.35,25000,111082.0,2864.0,2864,0.0,61529.0,-885086.5500000004,2025-09-01 10:42:29
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:34,SELL,14.35,1250,52340.0,10000.0,29,9971.0,61500.0,-884670.4000000004,2025-09-01 10:42:34
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:53,SELL,14.35,23750,93352.0,9971.0,6042,3929.0,55458.0,-797967.7000000004,2025-09-01 10:42:53
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:53,SELL,14.35,2340,93352.0,3929.0,58,3871.0,55400.0,-797135.4000000004,2025-09-01 10:42:53
2025-09-01,EMAAR UH Equity,2025-09-01 10:41:53,SELL,14.35,25000,93352.0,3871.0,3871,0.0,51529.0,-741586.5500000004,2025-09-01 10:42:53
2025-09-01,EMAAR UH Equity,2025-09-01 10:42:55,BUY,14.3,5054,381462.0,10000.0,66,9934.0,51595.0,-742530.3500000004,2025-09-01 10:43:55
2025-09-01,EMAAR UH Equity,2025-09-01 10:43:23,SELL,14.35,19269,188784.0,10000.0,1966,8034.0,49629.0,-714318.2500000005,2025-09-01 10:44:23
2025-09-01,EMAAR UH Equity,2025-09-01 10:43:23,SELL,14.35,2000,188784.0,8034.0,21,8013.0,49608.0,-714016.9000000005,2025-09-01 10:44:23
2025-09-01,EMAAR UH Equity,2025-09-01 10:43:23,SELL,14.35,78731,188784.0,8013.0,8013,0.0,41595.0,-599030.3500000004,2025-09-01 10:44:23
2025-09-01,EMAAR UH Equity,2025-09-01 10:46:14,BUY,14.3,5054,381577.0,10000.0,66,9934.0,41661.0,-599974.1500000005,2025-09-01 10:47:14
2025-09-01,EMAAR UH Equity,2025-09-01 10:46:36,SELL,14.35,42796,86511.0,10000.0,10000,0.0,31661.0,-456474.1500000005,2025-09-01 10:47:36
2025-09-01,EMAAR UH Equity,2025-09-01 10:47:06,BUY,14.35,13489,18832.0,9934.0,9661,273.0,41322.0,-595109.5000000005,2025-09-01 10:48:06
2025-09-01,EMAAR UH Equity,2025-09-01 10:47:06,BUY,14.35,5343,18832.0,273.0,273,0.0,41595.0,-599027.0500000005,2025-09-01 10:48:06
2025-09-01,EMAAR UH Equity,2025-09-01 10:48:55,SELL,14.35,7143,128915.0,10000.0,395,9605.0,41200.0,-593358.8000000005,2025-09-01 10:49:55
2025-09-01,EMAAR UH Equity,2025-09-01 10:48:55,SELL,14.35,4286,121772.0,9605.0,150,9455.0,41050.0,-591206.3000000005,2025-09-01 10:49:55
2025-09-01,EMAAR UH Equity,2025-09-01 10:48:55,SELL,14.35,1071,117486.0,9455.0,9,9446.0,41041.0,-591077.1500000005,2025-09-01 10:49:55
2025-09-01,EMAAR UH Equity,2025-09-01 10:49:33,BUY,14.3,5054,378285.0,10000.0,67,9933.0,41108.0,-592035.2500000005,2025-09-01 10:50:33
2025-09-01,EMAAR UH Equity,2025-09-01 10:52:52,BUY,14.3,5054,376764.0,10000.0,67,9933.0,41175.0,-592993.3500000004,2025-09-01 10:53:52
2025-09-01,EMAAR UH Equity,2025-09-01 10:56:11,BUY,14.3,5054,371115.0,10000.0,68,9932.0,41243.0,-593965.7500000005,2025-09-01 10:57:11
2025-09-01,EMAAR UH Equity,2025-09-01 10:56:33,BUY,14.3,10000,391501.0,9932.0,255,9677.0,41498.0,-597612.2500000005,2025-09-01 10:57:33
2025-09-01,EMAAR UH Equity,2025-09-01 10:56:46,BUY,14.3,5000,414091.0,9677.0,60,9617.0,41558.0,-598470.2500000005,2025-09-01 10:57:46
2025-09-01,EMAAR UH Equity,2025-09-01 10:58:30,BUY,14.3,878,409291.0,10000.0,1,9999.0,41559.0,-598484.5500000005,2025-09-01 10:59:30
2025-09-01,EMAAR UH Equity,2025-09-01 10:58:30,BUY,14.3,2359,409291.0,9999.0,13,9986.0,41572.0,-598670.4500000005,2025-09-01 10:59:30
2025-09-01,EMAAR UH Equity,2025-09-01 10:58:53,SELL,14.35,587,157812.0,10000.0,2,9998.0,41570.0,-598641.7500000006,2025-09-01 10:59:53
2025-09-01,EMAAR UH Equity,2025-09-01 10:59:27,BUY,14.3,7641,407125.0,9986.0,143,9843.0,41713.0,-600686.6500000006,2025-09-01 11:00:27
2025-09-01,EMAAR UH Equity,2025-09-01 10:59:27,BUY,14.3,1250,407125.0,9843.0,3,9840.0,41716.0,-600729.5500000006,2025-09-01 11:00:27
2025-09-01,EMAAR UH Equity,2025-09-01 10:59:27,BUY,14.3,10759,407125.0,9840.0,284,9556.0,42000.0,-604790.7500000006,2025-09-01 11:00:27
2025-09-01,EMAAR UH Equity,2025-09-01 10:59:30,BUY,14.3,5054,387125.0,9556.0,65,9491.0,42065.0,-605720.2500000006,2025-09-01 11:00:30
2025-09-01,EMAAR UH Equity,2025-09-01 10:59:41,BUY,14.3,17478,381696.0,10000.0,800,9200.0,42865.0,-617160.2500000006,2025-09-01 11:00:41
2025-09-01,EMAAR UH Equity,2025-09-01 10:59:42,BUY,14.3,619,361628.0,9200.0,1,9199.0,42866.0,-617174.5500000006,2025-09-01 11:00:42
2025-09-01,EMAAR UH Equity,2025-09-01 11:00:49,SELL,14.35,21408,147798.0,10000.0,3100,6900.0,39766.0,-572689.5500000006,2025-09-01 11:01:49
2025-09-01,EMAAR UH Equity,2025-09-01 11:01:46,SELL,14.35,5000,181398.0,6900.0,137,6763.0,39629.0,-570723.6000000007,2025-09-01 11:02:46
2025-09-01,EMAAR UH Equity,2025-09-01 11:02:49,BUY,14.3,5054,396148.0,10000.0,64,9936.0,39693.0,-571638.8000000006,2025-09-01 11:03:49
2025-09-01,EMAAR UH Equity,2025-09-01 11:03:12,SELL,14.35,3000,171132.0,10000.0,52,9948.0,39641.0,-570892.6000000007,2025-09-01 11:04:12
2025-09-01,EMAAR UH Equity,2025-09-01 11:05:02,BUY,14.3,5000,409960.0,10000.0,60,9940.0,39701.0,-571750.6000000007,2025-09-01 11:06:02
2025-09-01,EMAAR UH Equity,2025-09-01 11:05:29,BUY,14.3,1651,404960.0,9940.0,6,9934.0,39707.0,-571836.4000000007,2025-09-01 11:06:29
2025-09-01,EMAAR UH Equity,2025-09-01 11:06:08,BUY,14.3,4340,403309.0,10000.0,46,9954.0,39753.0,-572494.2000000008,2025-09-01 11:07:08
2025-09-01,EMAAR UH Equity,2025-09-01 11:06:08,BUY,14.3,714,403309.0,9954.0,1,9953.0,39754.0,-572508.5000000008,2025-09-01 11:07:08
2025-09-01,EMAAR UH Equity,2025-09-01 11:09:27,BUY,14.3,5054,419473.0,10000.0,60,9940.0,39814.0,-573366.5000000008,2025-09-01 11:10:27
2025-09-01,EMAAR UH Equity,2025-09-01 11:10:26,BUY,14.3,1000,414419.0,9940.0,2,9938.0,39816.0,-573395.1000000008,2025-09-01 11:11:26
2025-09-01,EMAAR UH Equity,2025-09-01 11:11:14,SELL,14.35,7600,218430.0,10000.0,264,9736.0,39552.0,-569606.7000000008,2025-09-01 11:12:14
2025-09-01,EMAAR UH Equity,2025-09-01 11:11:37,SELL,14.35,1400,208869.0,9736.0,9,9727.0,39543.0,-569477.5500000007,2025-09-01 11:12:37
2025-09-01,EMAAR UH Equity,2025-09-01 11:12:46,BUY,14.3,5054,422337.0,10000.0,60,9940.0,39603.0,-570335.5500000007,2025-09-01 11:13:46
2025-09-01,EMAAR UH Equity,2025-09-01 11:12:46,BUY,14.3,893,417283.0,9940.0,1,9939.0,39604.0,-570349.8500000008,2025-09-01 11:13:46
2025-09-01,EMAAR UH Equity,2025-09-01 11:12:47,BUY,14.3,6689,416390.0,9939.0,107,9832.0,39711.0,-571879.9500000008,2025-09-01 11:13:47
2025-09-01,EMAAR UH Equity,2025-09-01 11:12:47,BUY,14.3,808,409701.0,9832.0,1,9831.0,39712.0,-571894.2500000008,2025-09-01 11:13:47
2025-09-01,EMAAR UH Equity,2025-09-01 11:13:18,BUY,14.3,5000,408893.0,9831.0,61,9770.0,39773.0,-572766.5500000009,2025-09-01 11:14:18
2025-09-01,EMAAR UH Equity,2025-09-01 11:13:18,BUY,14.3,1077,403893.0,9770.0,2,9768.0,39775.0,-572795.1500000008,2025-09-01 11:14:18
2025-09-01,EMAAR UH Equity,2025-09-01 11:13:53,BUY,14.3,700,402954.0,10000.0,1,9999.0,39776.0,-572809.4500000009,2025-09-01 11:14:53
2025-09-01,EMAAR UH Equity,2025-09-01 11:16:05,BUY,14.3,5054,402254.0,10000.0,63,9937.0,39839.0,-573710.3500000009,2025-09-01 11:17:05
2025-09-01,EMAAR UH Equity,2025-09-01 11:17:32,BUY,14.3,7857,397429.0,10000.0,155,9845.0,39994.0,-575926.8500000009,2025-09-01 11:18:32
2025-09-01,EMAAR UH Equity,2025-09-01 11:17:32,BUY,14.3,1181,389572.0,9845.0,3,9842.0,39997.0,-575969.7500000009,2025-09-01 11:18:32
2025-09-01,EMAAR UH Equity,2025-09-01 11:17:53,BUY,14.3,8614,388386.0,9842.0,191,9651.0,40188.0,-578701.050000001,2025-09-01 11:18:53
2025-09-01,EMAAR UH Equity,2025-09-01 11:17:53,BUY,14.3,11386,388386.0,9651.0,333,9318.0,40521.0,-583462.950000001,2025-09-01 11:18:53
2025-09-01,EMAAR UH Equity,2025-09-01 11:17:53,BUY,14.3,788,368386.0,9318.0,1,9317.0,40522.0,-583477.250000001,2025-09-01 11:18:53
2025-09-01,EMAAR UH Equity,2025-09-01 11:17:53,BUY,14.3,931,367598.0,9317.0,2,9315.0,40524.0,-583505.850000001,2025-09-01 11:18:53
